STUDENTID,GENDER,FJOB,MJOB,GRADE
STUDENT2383,2,5,5.0,5
STUDENT2384,2,3,3.0,1
STUDENT2385,2,3,5.0,0
STUDENT2386,2,5,5.0,1
STUDENT2387,2,3,3.0,1
STUDENT2388,2,4,3.0,0
STUDENT2389,2,3,3.0,3
STUDENT2390,2,3,3.0,0
STUDENT2391,2,2,3.0,2
STUDENT2392,2,5,3.0,2
STUDENT2393,2,3,3.0,2
STUDENT2394,2,3,5.0,0
STUDENT2395,2,3,4.0,2
STUDENT2396,2,4,3.0,2
STUDENT2397,2,3,5.0,0
STUDENT2398,2,5,5.0,2
STUDENT2399,2,4,3.0,5
STUDENT2400,2,3,3.0,2
STUDENT2401,2,2,3.0,1
STUDENT2402,2,3,3.0,3
STUDENT2403,2,4,3.0,1
STUDENT2404,2,2,3.0,5
STUDENT2405,2,3,3.0,2
STUDENT2406,2,3,3.0,4
STUDENT2407,2,4,4.0,0
STUDENT2408,2,3,3.0,0
STUDENT2409,2,3,3.0,0
STUDENT2410,2,3,3.0,1
STUDENT2411,2,5,5.0,0
STUDENT2412,1,5,5.0,0
STUDENT2413,1,3,3.0,3
STUDENT2414,1,5,5.0,1
STUDENT2415,2,3,3.0,1
STUDENT2416,2,3,5.0,0
STUDENT2417,2,3,3.0,1
STUDENT2418,2,3,3.0,1
STUDENT2419,2,3,3.0,3
STUDENT2420,2,3,3.0,3
STUDENT2421,2,2,3.0,0
STUDENT2422,2,3,3.0,0
STUDENT2423,2,3,3.0,2
STUDENT2424,2,3,3.0,0
STUDENT2425,2,3,3.0,0
STUDENT2426,2,3,3.0,0
STUDENT2427,2,3,3.0,0
STUDENT2428,2,3,3.0,2
STUDENT2429,2,2,5.0,1
STUDENT2430,2,5,5.0,3
STUDENT2431,2,4,4.0,3
STUDENT2432,2,3,3.0,5
STUDENT2433,2,4,3.0,3
STUDENT2434,2,4,3.0,3
STUDENT2435,2,4,3.0,2
STUDENT2436,2,3,3.0,3
STUDENT2437,2,4,3.0,2
STUDENT2438,2,3,3.0,3
STUDENT2439,2,4,3.0,3
STUDENT2440,2,5,5.0,0
STUDENT2441,2,4,5.0,0
STUDENT2442,2,4,4.0,1
STUDENT2443,2,5,5.0,0
STUDENT2444,2,4,5.0,5
STUDENT2445,2,5,5.0,0
STUDENT2446,2,3,3.0,3
STUDENT2447,2,4,4.0,5
STUDENT2448,2,2,3.0,0
STUDENT2449,2,5,3.0,0
STUDENT2450,2,3,3.0,3
STUDENT2451,2,3,3.0,0
STUDENT2452,2,2,3.0,0
STUDENT2453,2,3,3.0,2
STUDENT2454,2,3,3.0,3
STUDENT2455,2,3,4.0,0
STUDENT2456,2,3,3.0,5
STUDENT2457,2,4,4.0,4
STUDENT2458,2,3,5.0,3
STUDENT2459,2,3,3.0,0
STUDENT2460,2,3,3.0,3
STUDENT2461,2,5,4.0,0
STUDENT2462,2,4,3.0,0
STUDENT2463,2,3,3.0,0
STUDENT2464,2,3,3.0,0
STUDENT2465,2,3,3.0,2
STUDENT2466,2,2,3.0,0
STUDENT2467,2,3,3.0,5
STUDENT2468,2,2,3.0,2
STUDENT2469,2,4,3.0,3
STUDENT2470,2,3,3.0,0
STUDENT2471,2,3,3.0,1
STUDENT2472,2,5,5.0,0
STUDENT2473,2,3,3.0,0
STUDENT2474,2,4,2.0,0
STUDENT2475,2,3,3.0,5
STUDENT2476,2,3,3.0,0
STUDENT2477,2,5,5.0,4
STUDENT2478,2,3,3.0,2
STUDENT2479,2,4,5.0,1
STUDENT2480,2,5,3.0,1
STUDENT2481,2,3,3.0,0
STUDENT2482,2,3,3.0,2
STUDENT2483,2,3,3.0,5
STUDENT2484,2,4,3.0,2
STUDENT2485,2,3,3.0,5
STUDENT2486,2,3,3.0,2
STUDENT2487,2,5,5.0,0
STUDENT2488,2,4,3.0,0
STUDENT2489,2,4,3.0,3
STUDENT2490,2,3,3.0,3
STUDENT2491,2,5,5.0,0
STUDENT2492,2,4,3.0,4
STUDENT2493,2,5,5.0,0
STUDENT2494,2,4,3.0,3
STUDENT2495,2,3,3.0,4
STUDENT2496,2,5,5.0,4
STUDENT2497,2,3,3.0,0
STUDENT2498,1,2,3.0,3
STUDENT2499,2,4,3.0,0
STUDENT2500,1,3,3.0,5
STUDENT2501,1,2,2.0,3
STUDENT2502,1,2,3.0,3
STUDENT2503,1,4,3.0,2
STUDENT2504,1,3,3.0,3
STUDENT2505,1,3,3.0,0
STUDENT2506,1,3,3.0,4
STUDENT2507,1,3,5.0,1
STUDENT2508,2,4,3.0,2
STUDENT2509,2,4,3.0,0
STUDENT2510,2,4,3.0,4
STUDENT2511,1,3,4.0,0
STUDENT2512,1,5,2.0,2
STUDENT2513,1,3,3.0,3
STUDENT2514,1,3,5.0,2
STUDENT2515,1,4,5.0,3
STUDENT2516,2,4,3.0,0
STUDENT2517,1,3,2.0,2
STUDENT2518,1,3,3.0,2
STUDENT2519,1,5,3.0,3
STUDENT2520,1,3,3.0,4
STUDENT2521,1,4,3.0,3
STUDENT2522,1,5,4.0,1
STUDENT2523,1,4,4.0,3
STUDENT2524,1,3,3.0,0
STUDENT2525,1,3,3.0,0
STUDENT2526,1,4,5.0,1
STUDENT2527,1,4,3.0,3
STUDENT2528,1,4,4.0,4
STUDENT2529,1,4,3.0,4
STUDENT2530,1,3,5.0,3
STUDENT2531,1,4,5.0,2
STUDENT2532,1,4,3.0,3
STUDENT2533,1,3,4.0,1
STUDENT2534,1,4,3.0,3
STUDENT2535,1,4,3.0,3
STUDENT2536,1,3,2.0,1
STUDENT2537,1,3,4.0,5
STUDENT2538,1,4,4.0,5
STUDENT2539,1,4,3.0,3
STUDENT2540,1,3,3.0,2
STUDENT2541,1,4,5.0,0
STUDENT2542,1,3,5.0,0
STUDENT2543,1,3,3.0,5
STUDENT2544,1,4,5.0,0
STUDENT2545,1,4,4.0,2
STUDENT2546,1,3,3.0,4
STUDENT2547,1,3,3.0,2
STUDENT2548,1,4,4.0,3
STUDENT2549,2,3,3.0,4
STUDENT2550,2,4,3.0,0
STUDENT2551,1,3,3.0,2
STUDENT2552,1,5,5.0,4
STUDENT2553,1,3,3.0,2
STUDENT2554,2,5,5.0,0
STUDENT2555,2,4,3.0,1
STUDENT2556,2,3,3.0,1
STUDENT2557,1,4,3.0,1
STUDENT2558,1,3,3.0,0
STUDENT2559,1,4,2.0,1
STUDENT2560,1,2,3.0,4
STUDENT2561,1,4,3.0,3
STUDENT2562,1,4,4.0,3
STUDENT2563,1,2,3.0,0
STUDENT2564,1,5,3.0,0
STUDENT2565,1,3,3.0,3
STUDENT2566,2,4,3.0,3
STUDENT2567,1,5,3.0,5
STUDENT2568,1,3,3.0,1
STUDENT2569,1,4,3.0,2
STUDENT2570,1,3,4.0,5
STUDENT2571,1,4,3.0,4
STUDENT2572,1,3,3.0,5
STUDENT2573,1,2,5.0,4
STUDENT2574,1,3,3.0,5
STUDENT2575,1,3,5.0,3
STUDENT2576,1,3,4.0,4
STUDENT2577,1,3,3.0,1
STUDENT2578,1,4,3.0,0
STUDENT2579,1,3,3.0,4
STUDENT2580,1,3,3.0,3
STUDENT2581,1,4,5.0,3
STUDENT2582,1,4,5.0,0
STUDENT2583,1,3,3.0,5
STUDENT2584,1,3,3.0,1
STUDENT2585,1,5,3.0,4
STUDENT2586,1,5,5.0,2
STUDENT2587,1,3,3.0,3
STUDENT2588,1,4,5.0,1
STUDENT2589,1,2,3.0,1
STUDENT2590,1,3,3.0,2
STUDENT2591,1,3,3.0,0
STUDENT2592,1,3,3.0,3
STUDENT2593,1,3,3.0,2
STUDENT2594,1,3,5.0,2
STUDENT2595,1,4,4.0,2
STUDENT2596,1,3,3.0,2
STUDENT2597,1,3,3.0,2
STUDENT2598,1,3,3.0,0
STUDENT2599,1,3,3.0,2
STUDENT2600,1,4,4.0,2
STUDENT2601,1,3,3.0,3
STUDENT2602,1,3,5.0,1
STUDENT2603,1,3,3.0,3
STUDENT2604,1,3,3.0,0
STUDENT2605,1,3,4.0,3
STUDENT2606,1,3,3.0,2
STUDENT2607,1,3,3.0,2
STUDENT2608,1,4,3.0,3
STUDENT2609,1,3,3.0,3
STUDENT2610,1,3,3.0,0
STUDENT2611,1,3,3.0,4
STUDENT2612,2,3,3.0,2
STUDENT2613,1,3,3.0,5
STUDENT2614,2,3,5.0,0
STUDENT2615,2,3,3.0,3
STUDENT2616,2,3,3.0,3
STUDENT2617,1,4,3.0,0
STUDENT2618,1,5,3.0,3
STUDENT2619,1,3,3.0,2
STUDENT2620,1,3,3.0,3
STUDENT2621,1,3,3.0,2
STUDENT2622,1,3,3.0,2
STUDENT2623,1,3,3.0,3
STUDENT2624,1,3,3.0,1
STUDENT2625,1,3,4.0,2
STUDENT2626,2,3,3.0,2
STUDENT2627,2,4,5.0,4
STUDENT2628,2,5,5.0,2
STUDENT2629,2,4,4.0,2
STUDENT2630,2,3,3.0,4
STUDENT2631,2,4,3.0,2
STUDENT2632,2,3,5.0,0
STUDENT2633,2,5,4.0,3
STUDENT2634,2,5,5.0,3
STUDENT2635,2,3,4.0,3
STUDENT2636,2,5,3.0,0
STUDENT2637,2,3,3.0,0
STUDENT2638,2,3,3.0,0
STUDENT2639,2,4,3.0,2
STUDENT2640,2,4,5.0,2
STUDENT2641,2,3,3.0,0
STUDENT2642,2,3,3.0,2
STUDENT2643,2,3,3.0,0
STUDENT2644,2,5,3.0,4
STUDENT2645,2,5,4.0,4
STUDENT2646,2,4,4.0,0
STUDENT2647,2,4,4.0,2
STUDENT2648,2,3,3.0,2
STUDENT2649,2,2,3.0,4
STUDENT2650,2,3,3.0,2
STUDENT2651,2,3,3.0,3
STUDENT2652,2,2,3.0,1
STUDENT2653,2,3,5.0,4
STUDENT2654,2,4,3.0,0
STUDENT2655,2,2,3.0,4
STUDENT2656,2,3,3.0,3
STUDENT2657,2,2,3.0,0
STUDENT2658,2,3,3.0,3
STUDENT2659,2,3,3.0,0
STUDENT2660,2,4,4.0,2
STUDENT2661,2,3,4.0,1
STUDENT2662,2,4,3.0,4
STUDENT2663,2,3,4.0,2
STUDENT2664,2,3,3.0,0
STUDENT2665,2,4,3.0,4
STUDENT2666,2,2,3.0,2
STUDENT2667,2,3,3.0,3
STUDENT2668,2,5,5.0,1
STUDENT2669,2,4,3.0,2
STUDENT2670,2,3,3.0,0
STUDENT2671,2,3,3.0,1
STUDENT2672,2,5,2.0,4
STUDENT2673,2,3,3.0,1
STUDENT2674,2,5,5.0,3
STUDENT2675,2,3,3.0,2
STUDENT2676,2,2,2.0,1
STUDENT2677,2,4,3.0,3
STUDENT2678,2,3,3.0,5
STUDENT2679,2,3,3.0,0
STUDENT2680,2,2,3.0,5
STUDENT2681,2,5,5.0,3
STUDENT2682,2,3,4.0,0
STUDENT2683,2,4,4.0,0
STUDENT2684,2,3,3.0,1
STUDENT2685,2,3,3.0,0
STUDENT2686,2,3,2.0,2
STUDENT2687,2,3,3.0,0
STUDENT2688,2,5,5.0,0
STUDENT2689,2,3,3.0,0
STUDENT2690,2,3,5.0,0
STUDENT2691,2,4,3.0,1
STUDENT2692,2,2,3.0,4
STUDENT2693,2,5,5.0,2
STUDENT2694,2,5,3.0,5
STUDENT2695,2,4,5.0,2
STUDENT2696,2,2,3.0,4
STUDENT2697,2,2,4.0,0
STUDENT2698,2,4,3.0,3
STUDENT2699,2,4,3.0,3
STUDENT2700,2,3,3.0,3
STUDENT2701,2,4,5.0,0
STUDENT2702,2,3,3.0,0
STUDENT2703,2,4,4.0,0
STUDENT2704,2,3,2.0,1
STUDENT2705,2,5,5.0,0
STUDENT2706,2,2,5.0,4
STUDENT2707,2,3,3.0,3
STUDENT2708,2,3,3.0,0
STUDENT2709,1,4,3.0,4
STUDENT2710,1,3,3.0,2
STUDENT2711,1,4,3.0,5
STUDENT2712,1,4,5.0,0
STUDENT2713,1,3,4.0,0
STUDENT2714,1,5,4.0,3
STUDENT2715,1,3,3.0,5
STUDENT2716,1,3,3.0,3
STUDENT2717,1,3,3.0,0
STUDENT2718,1,5,3.0,4
STUDENT2719,1,5,4.0,4
STUDENT2720,1,5,2.0,3
STUDENT2721,1,3,3.0,4
STUDENT2722,1,3,3.0,2
STUDENT2723,1,3,3.0,4
STUDENT2724,1,4,3.0,2
STUDENT2725,1,4,4.0,2
STUDENT2726,1,3,3.0,1
STUDENT2727,1,3,3.0,3
STUDENT2728,1,4,3.0,4
STUDENT2729,1,3,3.0,5
STUDENT2730,1,3,3.0,3
STUDENT2731,1,3,3.0,4
STUDENT2732,1,2,4.0,2
STUDENT2733,1,5,5.0,4
STUDENT2734,1,2,5.0,3
STUDENT2735,1,2,3.0,4
STUDENT2736,1,3,3.0,5
STUDENT2737,1,3,3.0,5
STUDENT2738,1,5,3.0,1
STUDENT2739,1,4,4.0,2
STUDENT2740,1,3,3.0,4
STUDENT2741,1,3,3.0,2
STUDENT2742,1,5,5.0,2
STUDENT2743,1,5,5.0,5
STUDENT2744,1,4,4.0,5
STUDENT2745,1,4,5.0,1
STUDENT2746,1,3,3.0,3
STUDENT2747,2,4,3.0,2
STUDENT2748,2,4,3.0,0
STUDENT2749,2,3,3.0,0
STUDENT2750,2,4,3.0,2
STUDENT2751,2,4,5.0,0
STUDENT2752,2,3,4.0,4
STUDENT2753,2,3,4.0,0
STUDENT2754,2,4,3.0,3
STUDENT2755,2,4,3.0,4
STUDENT2756,2,3,3.0,2
STUDENT2757,2,3,3.0,0
STUDENT2758,2,3,3.0,0
STUDENT2759,2,3,4.0,0
STUDENT2760,2,4,3.0,2
STUDENT2761,2,4,4.0,3
STUDENT2762,1,3,3.0,1
STUDENT2763,1,3,3.0,2
STUDENT2764,1,5,5.0,3
STUDENT2765,1,3,3.0,1
STUDENT2766,1,5,5.0,3
STUDENT2767,1,4,4.0,4
STUDENT2768,1,5,3.0,0
STUDENT2769,1,2,4.0,2
STUDENT2770,1,3,3.0,0
STUDENT2771,1,4,4.0,3
STUDENT2772,1,3,3.0,3
STUDENT2773,2,3,4.0,3
STUDENT2774,1,5,5.0,4
STUDENT2775,1,2,3.0,1
STUDENT2776,1,3,3.0,5
STUDENT2777,1,3,3.0,0
STUDENT2778,1,3,3.0,3
STUDENT2779,1,3,5.0,3
STUDENT2780,1,4,5.0,2
STUDENT2781,1,4,3.0,3
STUDENT2782,1,3,3.0,1
STUDENT2783,1,3,3.0,1
STUDENT2784,1,4,3.0,3
STUDENT2785,1,4,3.0,2
STUDENT2786,1,4,3.0,3
STUDENT2787,2,5,3.0,2
STUDENT2788,2,4,4.0,1
STUDENT2789,2,4,4.0,0
STUDENT2790,2,4,3.0,0
STUDENT2791,2,4,3.0,1
STUDENT2792,2,4,3.0,4
STUDENT2793,2,4,4.0,2
STUDENT2794,2,3,3.0,0
STUDENT2795,2,3,3.0,0
STUDENT2796,2,4,3.0,3
STUDENT2797,2,3,3.0,0
STUDENT2798,2,4,4.0,4
STUDENT2799,2,4,3.0,3
STUDENT2800,2,4,3.0,1
STUDENT2801,1,3,4.0,5
STUDENT2802,1,5,3.0,0
STUDENT2803,1,4,5.0,5
STUDENT2804,1,2,3.0,5
STUDENT2805,1,3,3.0,2
STUDENT2806,1,3,3.0,2
STUDENT2807,1,4,3.0,2
STUDENT2808,1,4,3.0,4
STUDENT2809,1,3,3.0,3
STUDENT2810,1,3,3.0,2
STUDENT2811,1,3,3.0,3
STUDENT2812,1,5,2.0,3
STUDENT2813,1,4,5.0,4
STUDENT2814,1,3,3.0,1
STUDENT2815,1,2,3.0,0
STUDENT2816,1,3,3.0,2
STUDENT2817,1,4,3.0,4
STUDENT2818,1,4,3.0,4
STUDENT2819,1,5,5.0,2
STUDENT2820,1,3,3.0,1
STUDENT2821,1,4,4.0,3
STUDENT2822,1,4,3.0,0
STUDENT2823,1,3,5.0,4
STUDENT2824,1,5,5.0,5
STUDENT2825,1,3,5.0,4
STUDENT2826,1,5,5.0,4
STUDENT2827,1,4,5.0,3
STUDENT2828,1,4,3.0,0
STUDENT2829,1,3,3.0,3
STUDENT2830,1,3,3.0,0
STUDENT2831,1,2,4.0,2
STUDENT2832,1,4,5.0,1
STUDENT2833,1,3,3.0,3
STUDENT2834,1,3,3.0,1
STUDENT2835,1,4,4.0,4
STUDENT2836,1,2,4.0,3
STUDENT2837,1,5,5.0,0
STUDENT2838,1,3,3.0,2
STUDENT2839,1,3,3.0,0
STUDENT2840,1,3,5.0,5
STUDENT2841,1,4,4.0,1
STUDENT2842,1,4,3.0,1
STUDENT2843,1,3,3.0,3
STUDENT2844,1,3,3.0,0
STUDENT2845,1,3,3.0,1
STUDENT2846,1,4,3.0,3
STUDENT2847,1,5,5.0,0
STUDENT2848,1,4,3.0,0
STUDENT2849,1,3,3.0,1
STUDENT2850,1,3,5.0,3
STUDENT2851,1,5,5.0,0
STUDENT2852,1,3,5.0,4
STUDENT2853,1,3,3.0,1
STUDENT2854,1,4,3.0,4
STUDENT2855,1,2,3.0,0
STUDENT2856,1,3,3.0,2
STUDENT2857,1,4,4.0,3
STUDENT2858,1,4,5.0,0
STUDENT2859,1,5,5.0,3
STUDENT2860,1,5,5.0,3
STUDENT2861,1,3,3.0,4
STUDENT2862,1,3,3.0,2
STUDENT2863,1,3,3.0,2
STUDENT2864,1,4,4.0,2
STUDENT2865,1,3,3.0,1
STUDENT2866,1,3,3.0,5
STUDENT2867,1,5,5.0,0
STUDENT2868,1,3,3.0,5
STUDENT2869,1,2,3.0,3
STUDENT2870,1,3,3.0,4
STUDENT2871,1,3,3.0,2
STUDENT2872,1,4,3.0,0
STUDENT2873,1,4,3.0,1
STUDENT2874,1,3,5.0,2
STUDENT2875,1,5,5.0,0
STUDENT2876,1,2,3.0,2
STUDENT2877,1,5,5.0,0
STUDENT2878,1,4,3.0,2
STUDENT2879,1,4,5.0,2
STUDENT2880,1,4,3.0,2
STUDENT2881,1,4,3.0,1
STUDENT2882,1,3,3.0,1
STUDENT2883,1,3,3.0,2
STUDENT2884,1,3,3.0,2
STUDENT2885,1,4,4.0,5
STUDENT2886,1,4,3.0,4
STUDENT2887,1,3,3.0,3
STUDENT2888,1,3,3.0,3
STUDENT2889,1,4,3.0,2
STUDENT2890,1,4,3.0,4
STUDENT2891,1,5,5.0,3
STUDENT2892,1,3,4.0,0
STUDENT2893,1,4,5.0,2
STUDENT2894,1,5,5.0,2
STUDENT2895,1,3,3.0,3
STUDENT2896,1,3,3.0,1
STUDENT2897,1,4,4.0,2
STUDENT2898,1,3,3.0,5
STUDENT2899,1,3,4.0,2
STUDENT2900,1,4,4.0,0
STUDENT2901,1,3,3.0,1
STUDENT2902,1,5,5.0,0
STUDENT2903,1,3,3.0,3
STUDENT2904,1,4,4.0,4
STUDENT2905,1,4,3.0,2
STUDENT2906,1,4,3.0,3
STUDENT2907,1,3,4.0,1
STUDENT2908,1,3,5.0,4
STUDENT2909,1,5,5.0,4
STUDENT2910,1,3,4.0,2
STUDENT2911,1,4,4.0,0
STUDENT2912,1,5,5.0,3
STUDENT2913,1,5,5.0,0
STUDENT2914,1,3,5.0,5
STUDENT2915,1,3,3.0,0
STUDENT2916,1,3,3.0,2
STUDENT2917,1,3,3.0,5
STUDENT2918,1,4,4.0,2
STUDENT2919,1,3,3.0,2
STUDENT2920,1,3,3.0,0
STUDENT2921,1,4,5.0,0
STUDENT2922,1,3,5.0,0
STUDENT2923,1,5,5.0,2
STUDENT2924,1,5,5.0,0
STUDENT2925,1,4,4.0,3
STUDENT2926,1,4,3.0,5
STUDENT2927,1,4,5.0,5
STUDENT2928,1,4,3.0,0
STUDENT2929,1,4,3.0,0
STUDENT2930,1,5,5.0,4
STUDENT2931,1,5,5.0,3
STUDENT2932,1,5,5.0,0
STUDENT2933,1,4,4.0,0
STUDENT2934,1,3,3.0,2
STUDENT2935,1,5,5.0,0
STUDENT2936,1,5,5.0,2
STUDENT2937,1,4,4.0,0
STUDENT2938,1,5,5.0,0
STUDENT2939,1,4,3.0,1
STUDENT2940,1,3,4.0,0
STUDENT2941,1,3,3.0,2
STUDENT2942,1,3,3.0,2
STUDENT2943,1,5,3.0,4
STUDENT2944,1,2,3.0,4
STUDENT2945,1,4,3.0,3
STUDENT2946,1,3,3.0,3
STUDENT2947,1,4,3.0,0
STUDENT2948,1,2,4.0,3
STUDENT2949,1,3,3.0,2
STUDENT2950,1,3,5.0,2
STUDENT2951,1,3,3.0,3
STUDENT2952,1,3,5.0,4
STUDENT2953,1,3,3.0,2
STUDENT2954,1,3,3.0,0
STUDENT2955,1,3,3.0,5
STUDENT2956,1,3,3.0,0
STUDENT2957,1,3,3.0,0
STUDENT2958,1,3,3.0,1
STUDENT2959,1,4,4.0,1
STUDENT2960,1,3,3.0,3
STUDENT2961,1,2,3.0,3
STUDENT2962,1,3,3.0,4
STUDENT2963,1,5,4.0,1
STUDENT2964,1,3,5.0,2
STUDENT2965,1,3,3.0,3
STUDENT2966,1,4,4.0,3
STUDENT2967,1,4,4.0,4
STUDENT2968,1,2,3.0,0
STUDENT2969,1,5,5.0,1
STUDENT2970,1,3,5.0,4
STUDENT2971,1,3,5.0,3
STUDENT2972,1,3,3.0,3
STUDENT2973,1,5,5.0,3
STUDENT2974,1,3,3.0,2
STUDENT2975,1,2,2.0,0
STUDENT2976,1,2,2.0,5
STUDENT2977,1,3,3.0,2
STUDENT2978,1,3,4.0,4
STUDENT2979,1,4,3.0,2
STUDENT2980,1,2,2.0,3
STUDENT2981,1,4,3.0,2
STUDENT2982,1,3,3.0,3
STUDENT2983,1,3,3.0,5
STUDENT2984,1,3,5.0,4
STUDENT2985,1,3,3.0,4
STUDENT2986,1,3,3.0,4
STUDENT2987,1,5,3.0,2
STUDENT2988,1,5,5.0,2
STUDENT2989,1,4,4.0,3
STUDENT2990,1,4,3.0,1
STUDENT2991,1,3,3.0,3
STUDENT2992,1,4,4.0,2
STUDENT2993,1,3,4.0,0
STUDENT2994,1,4,3.0,3
STUDENT2995,1,3,3.0,2
STUDENT2996,1,3,3.0,5
STUDENT2997,1,3,5.0,4
STUDENT2998,1,3,3.0,2
STUDENT2999,1,3,5.0,4
STUDENT3000,1,5,5.0,0
STUDENT3001,1,3,3.0,3
STUDENT3002,1,2,3.0,2
STUDENT3003,1,4,3.0,2
STUDENT3004,1,5,3.0,3
STUDENT3005,1,3,3.0,3
STUDENT3006,1,4,4.0,5
STUDENT3007,1,3,5.0,1
STUDENT3008,1,3,5.0,2
STUDENT3009,1,3,3.0,5
STUDENT3010,1,4,4.0,4
STUDENT3011,1,4,3.0,3
STUDENT3012,1,4,4.0,4
STUDENT3013,1,3,3.0,4
STUDENT3014,1,4,4.0,4
STUDENT3015,1,4,4.0,0
STUDENT3016,1,4,3.0,5
STUDENT3017,1,3,5.0,4
STUDENT3018,1,3,2.0,5
STUDENT3019,1,3,3.0,3
STUDENT3020,1,3,2.0,1
STUDENT3021,1,4,3.0,3
STUDENT3022,1,4,3.0,5
STUDENT3023,1,2,5.0,2
STUDENT3024,1,3,3.0,0
STUDENT3025,1,4,3.0,0
STUDENT3026,1,3,5.0,4
STUDENT3027,1,4,3.0,3
STUDENT3028,1,4,5.0,1
STUDENT3029,1,4,3.0,4
STUDENT3030,1,3,3.0,0
STUDENT3031,1,3,3.0,2
STUDENT3032,1,3,3.0,5
STUDENT3033,1,3,3.0,2
STUDENT3034,1,3,3.0,3
STUDENT3035,1,3,3.0,2
STUDENT3036,1,5,5.0,1
STUDENT3037,1,3,3.0,0
STUDENT3038,1,2,3.0,3
STUDENT3039,1,3,3.0,4
STUDENT3040,1,3,3.0,2
STUDENT3041,1,3,3.0,3
STUDENT3042,1,5,3.0,3
STUDENT3043,1,4,4.0,4
STUDENT3044,1,4,4.0,2
STUDENT3045,1,4,3.0,3
STUDENT3046,1,3,4.0,1
STUDENT3047,1,4,3.0,0
STUDENT3048,1,5,5.0,4
STUDENT3049,1,4,4.0,4
STUDENT3050,1,4,3.0,3
STUDENT3051,1,4,3.0,2
STUDENT3052,1,3,3.0,1
STUDENT3053,1,3,3.0,5
STUDENT3054,1,5,5.0,3
STUDENT3055,1,4,3.0,5
STUDENT3056,1,4,3.0,3
STUDENT3057,1,4,3.0,4
STUDENT3058,1,5,5.0,0
STUDENT3059,1,4,3.0,3
STUDENT3060,1,3,3.0,4
STUDENT3061,1,4,3.0,4
STUDENT3062,1,3,3.0,0
STUDENT3063,1,5,5.0,1
STUDENT3064,1,4,3.0,3
STUDENT3065,1,4,4.0,2
STUDENT3066,1,4,3.0,0
STUDENT3067,1,2,5.0,3
STUDENT3068,1,3,3.0,2
STUDENT3069,1,3,3.0,3
STUDENT3070,2,3,2.0,0
STUDENT3071,2,3,3.0,1
STUDENT3072,2,5,5.0,0
STUDENT3073,2,3,5.0,2
STUDENT3074,2,5,3.0,4
STUDENT3075,2,3,3.0,2
STUDENT3076,2,3,2.0,2
STUDENT3077,2,5,5.0,4
STUDENT3078,2,3,3.0,0
STUDENT3079,2,3,5.0,2
STUDENT3080,2,3,5.0,4
STUDENT3081,2,3,3.0,4
STUDENT3082,2,3,4.0,3
STUDENT3083,1,3,4.0,2
STUDENT3084,1,3,3.0,0
STUDENT3085,1,4,3.0,2
STUDENT3086,1,3,3.0,2
STUDENT3087,1,3,3.0,2
STUDENT3088,1,5,5.0,2
STUDENT3089,1,3,3.0,5
STUDENT3090,1,4,3.0,0
STUDENT3091,1,3,3.0,1
STUDENT3092,1,4,3.0,3
STUDENT3093,1,2,4.0,3
STUDENT3094,1,4,5.0,5
STUDENT3095,1,4,4.0,0
STUDENT3096,1,3,3.0,1
STUDENT3097,1,3,3.0,2
STUDENT3098,1,3,3.0,0
STUDENT3099,1,3,3.0,2
STUDENT3100,1,4,5.0,0
STUDENT3101,1,2,4.0,3
STUDENT3102,1,3,5.0,3
STUDENT3103,1,3,3.0,2
STUDENT3104,2,3,3.0,0
STUDENT3105,1,4,5.0,2
STUDENT3106,1,5,2.0,5
STUDENT3107,1,3,5.0,2
STUDENT3108,1,2,3.0,5
STUDENT3109,1,3,5.0,3
STUDENT3110,1,3,4.0,5
STUDENT3111,1,5,2.0,0
STUDENT3112,1,5,5.0,5
STUDENT3113,1,5,5.0,2
STUDENT3114,1,3,3.0,2
STUDENT3115,1,4,3.0,2
STUDENT3116,1,3,3.0,3
STUDENT3117,1,3,4.0,0
STUDENT3118,1,4,3.0,3
STUDENT3119,1,2,4.0,2
STUDENT3120,1,2,2.0,3
STUDENT3121,1,4,4.0,3
STUDENT3122,1,3,4.0,2
STUDENT3123,1,4,4.0,2
STUDENT3124,1,3,3.0,5
STUDENT3125,1,4,4.0,5
STUDENT3126,1,5,5.0,2
STUDENT3127,1,3,3.0,2
STUDENT3128,1,3,3.0,5
STUDENT3129,1,3,5.0,3
STUDENT3130,1,3,5.0,3
STUDENT3131,1,5,4.0,2
STUDENT3132,1,3,3.0,3
STUDENT3133,1,5,3.0,3
STUDENT3134,1,5,5.0,4
STUDENT3135,1,2,3.0,3
STUDENT3136,1,4,5.0,0
STUDENT3137,1,4,3.0,2
STUDENT3138,1,4,5.0,5
STUDENT3139,1,4,5.0,5
STUDENT3140,1,4,3.0,2
STUDENT3141,1,2,3.0,4
STUDENT3142,1,3,5.0,2
STUDENT3143,1,3,3.0,0
STUDENT3144,1,3,3.0,5
STUDENT3145,1,3,3.0,4
STUDENT3146,1,4,3.0,2
STUDENT3147,1,3,3.0,1
STUDENT3148,1,5,4.0,2
STUDENT3149,1,4,4.0,1
STUDENT3150,1,2,5.0,1
STUDENT3151,1,3,3.0,3
STUDENT3152,1,5,5.0,0
STUDENT3153,1,3,2.0,4
STUDENT3154,1,3,3.0,5
STUDENT3155,1,3,4.0,2
STUDENT3156,1,3,3.0,1
STUDENT3157,1,4,5.0,1
STUDENT3158,1,3,3.0,0
